,Player,Nation,Pos,Squad,Comp,Age,MP,G/90,G/Sh,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,Assist,Cross,CrossCompleted,CrossComp%,Tackle_Won,SucDribble,Dribble,DribbleComp%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%
2336,Alessandro Russo,ITA,MF,Salernitana,Serie A,18.0,1,0.0,0.0,0,0,0,6,4,66.67,0,1,0,0.0,0,0,0,,0,0,0,1,0,0,0,
2337,Franco Russo,ARG,DF,Mallorca,La Liga,27.0,19,0.06,0.17,0,0,1,652,496,76.07,0,0,0,,13,4,7,57.14,7,2,24,10,1,38,29,56.69
2338,Georginio Rutter,FRA,FWMF,Hoffenheim,Bundesliga,20.0,33,0.45,0.15,0,0,8,329,211,64.13,2,19,4,21.05,16,29,69,42.03,2,0,40,41,0,47,57,45.27
2339,Mathew Ryan,AUS,GK,Real Sociedad,La Liga,30.0,3,0.0,0.0,0,0,0,107,68,63.55,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2340,Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,24.0,28,0.13,0.13,0,0,2,653,492,75.34,0,39,14,35.9,15,18,34,52.94,3,0,16,12,0,24,37,39.32
2341,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,29.0,7,0.0,0.0,0,0,0,255,164,64.31,0,0,0,,0,0,0,,1,0,0,2,0,0,0,
2342,José Sá,POR,GK,Wolves,Premier League,29.0,37,0.0,0.0,0,0,0,1088,741,68.11,1,0,0,,0,2,2,100.0,3,0,3,13,1,0,0,
2343,Roli Pereira de Sa,FRA,MF,Nantes,Ligue 1,25.0,17,0.0,0.0,0,0,0,276,231,83.7,0,5,2,40.0,8,10,13,76.92,1,0,7,7,0,11,7,61.21
2344,Youssouf Sabaly,SEN,DF,Betis,La Liga,29.0,10,0.0,0.0,0,0,0,496,417,84.07,1,10,1,10.0,7,6,16,37.5,1,0,5,10,0,13,9,59.2
2345,Mathys Saban,FRA,FWMF,Saint-Étienne,Ligue 1,20.0,3,0.0,0.0,0,0,0,18,13,72.22,0,1,0,0.0,0,0,2,0.0,1,0,2,0,0,1,2,33.33
2346,Stefano Sabelli,ITA,DF,Genoa,Serie A,29.0,7,0.0,0.0,0,0,0,150,95,63.33,0,5,0,0.0,3,2,2,100.0,3,0,5,7,0,4,6,40.08
2347,Abdelhamid Sabiri,GER,MFFW,Sampdoria,Serie A,25.0,14,0.3,0.19,0,0,3,345,262,75.94,2,5,1,20.0,22,16,29,55.17,3,0,25,36,0,21,30,41.17
2348,Marcel Sabitzer,AUT,MFFW,RB Leipzig,Bundesliga,28.0,2,0.0,0.0,0,0,0,53,46,86.79,0,2,0,0.0,1,1,1,100.0,1,0,1,0,0,0,1,0.0
2349,Marcel Sabitzer,AUT,MFDF,Bayern Munich,Bundesliga,28.0,25,0.1,0.05,0,0,1,712,578,81.18,1,13,2,15.38,9,1,5,20.0,0,0,17,19,0,23,11,67.66
2350,Falaye Sacko,MLI,DF,Saint-Étienne,Ligue 1,27.0,9,0.0,0.0,0,0,0,431,370,85.85,0,4,0,0.0,11,0,0,,0,0,9,2,0,8,4,66.67
2351,Alexis Saelemaekers,BEL,FW,Milan,Serie A,22.0,36,0.05,0.03,0,0,1,868,686,79.03,3,46,9,19.57,25,53,92,57.61,2,0,35,48,0,12,15,44.62
2352,Rafiki Said Ahamada,FRA,MFFW,Brest,Ligue 1,22.0,14,0.0,0.0,0,0,0,57,46,80.7,0,3,1,33.33,4,5,15,33.33,1,0,7,3,0,4,1,80.11
2353,Wesley Saïd,FRA,FWMF,Lens,Ligue 1,27.0,21,0.68,0.19,0,0,5,233,170,72.96,0,15,0,0.0,4,10,16,62.5,2,0,18,5,0,2,9,18.0
2354,Allan Saint-Maximin,FRA,FWMF,Newcastle Utd,Premier League,25.0,35,0.16,0.08,0,0,5,757,545,71.99,5,69,9,13.04,6,140,230,60.87,6,0,24,71,0,19,30,38.85
2355,Romain Saïss,MAR,DF,Wolves,Premier League,32.0,31,0.07,0.11,0,0,2,1716,1413,82.34,0,7,0,0.0,38,5,8,62.5,6,0,35,18,0,84,43,66.11
2356,Bukayo Saka,ENG,FWMF,Arsenal,Premier League,20.0,38,0.33,0.09,2,2,11,1185,890,75.11,7,72,7,9.72,23,49,100,49.0,6,0,38,76,0,30,57,34.6
2357,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32.0,29,0.0,0.0,0,0,0,1574,1411,89.64,0,0,0,,21,9,12,75.0,3,0,9,7,0,63,39,61.8
2358,Bakary Sako,MLI,FWMF,Saint-Étienne,Ligue 1,34.0,7,0.0,0.0,0,0,0,45,33,73.33,0,2,0,0.0,1,2,3,66.67,0,0,4,2,0,3,9,24.96
2359,Jacopo Sala,ITA,MF,Spezia,Serie A,30.0,18,0.1,0.25,0,0,1,477,405,84.91,0,7,2,28.57,16,5,8,62.5,3,0,16,13,0,7,4,63.39
2360,Mohamed Salah,EGY,FW,Liverpool,Premier League,29.0,35,0.75,0.13,5,6,23,1117,868,77.71,13,51,8,15.69,7,57,136,41.91,1,0,13,30,0,13,46,21.88
2361,Eddie Salcedo,ITA,MFFW,Spezia,Serie A,20.0,12,0.0,0.0,0,0,0,149,103,69.13,0,5,1,20.0,0,3,9,33.33,1,0,8,7,0,13,11,54.2
2362,William Saliba,FRA,DF,Marseille,Ligue 1,21.0,36,0.0,0.0,0,0,0,3056,2866,93.78,0,6,2,33.33,42,27,37,72.97,5,0,17,13,0,61,38,61.45
2363,Romain Salin,FRA,GK,Rennes,Ligue 1,37.0,1,0.0,0.0,0,0,0,32,29,90.62,0,0,0,,0,1,1,100.0,0,0,0,2,0,0,0,
2364,Mohammed Salisu,GHA,DF,Southampton,Premier League,23.0,34,0.0,0.0,0,0,0,1780,1377,77.36,0,26,2,7.69,60,9,14,64.29,10,1,49,13,1,128,62,67.36
2365,Roland Sallai,HUN,MFFW,Freiburg,Bundesliga,25.0,31,0.23,0.09,0,0,4,503,336,66.8,4,38,13,34.21,17,18,42,42.86,1,0,31,43,0,27,46,37.03
2366,Yoann Salmier,GUF,DF,Troyes,Ligue 1,29.0,31,0.0,0.0,0,0,0,1331,1129,84.82,1,7,1,14.29,39,13,16,81.25,5,0,35,29,1,57,30,65.65
2367,Salvi,ESP,MFFW,Cádiz,La Liga,31.0,23,0.13,0.11,0,1,2,356,222,62.36,1,42,5,11.9,10,7,15,46.67,3,1,9,19,0,16,20,44.4
2368,Lazar Samardzic,GER,MF,Udinese,Serie A,20.0,22,0.37,0.12,0,0,2,269,212,78.81,2,11,0,0.0,16,13,21,61.9,0,0,13,2,0,6,8,42.86
2369,Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,26.0,24,0.11,0.13,0,0,2,732,588,80.33,0,3,0,0.0,35,9,14,64.29,7,0,36,29,0,36,33,52.27
2370,Mama Samba Baldé,GNB,FWMF,Troyes,Ligue 1,26.0,30,0.16,0.06,0,1,3,433,298,68.82,2,17,1,5.88,25,42,90,46.67,1,1,43,27,0,29,43,40.32
2371,Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,22.0,19,0.0,0.0,0,0,0,803,719,89.54,0,3,1,33.33,13,4,7,57.14,5,0,17,17,0,21,23,47.71
2372,Junior Sambia,FRA,DFFW,Montpellier,Ligue 1,25.0,30,0.06,0.05,0,0,1,731,564,77.15,0,48,8,16.67,8,27,50,54.0,5,1,19,28,0,22,25,46.74
2373,Luigi Samele,ITA,FW,Sassuolo,Serie A,20.0,2,0.0,0.0,0,0,0,2,1,50.0,1,0,0,,0,0,0,,0,0,0,0,0,1,0,100.0
2374,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25.0,12,0.0,0.0,0,0,0,343,289,84.26,0,0,0,,12,1,2,50.0,3,0,33,12,0,15,5,75.12
2375,Antonio Sanabria,PAR,FW,Torino,Serie A,26.0,29,0.3,0.12,0,0,6,491,371,75.56,1,4,0,0.0,6,10,19,52.63,3,0,28,35,0,72,158,31.3
2376,Oihan Sancet,ESP,FW,Athletic Club,La Liga,22.0,27,0.38,0.19,0,0,6,461,356,77.22,4,10,2,20.0,11,19,35,54.29,2,0,21,30,0,16,44,26.65
2377,Renato Sanches,POR,MF,Lille,Ligue 1,24.0,25,0.11,0.09,0,0,2,1214,998,82.21,5,38,7,18.42,16,34,51,66.67,8,1,31,33,0,12,14,46.15
2378,Alexis Sánchez,CHI,FW,Inter,Serie A,33.0,27,0.51,0.15,0,0,5,456,354,77.63,2,14,4,28.57,11,24,33,72.73,0,0,11,28,0,12,25,32.36
2379,Antonio Sánchez,ESP,MFFW,Mallorca,La Liga,25.0,29,0.06,0.06,0,0,1,686,531,77.41,0,8,2,25.0,28,18,35,51.43,3,1,49,30,0,14,21,40.0
2380,Davinson Sánchez,COL,DF,Tottenham,Premier League,25.0,23,0.11,0.15,0,0,2,1089,973,89.35,0,2,1,50.0,22,3,5,60.0,4,0,16,12,0,56,38,59.54
2381,Germán Sánchez,ESP,DF,Granada,La Liga,35.0,31,0.08,0.15,0,0,2,1026,785,76.51,1,0,0,,16,0,3,0.0,10,1,23,25,0,80,53,60.22
2382,Juan Sánchez,ESP,MF,Sevilla,La Liga,18.0,1,0.0,0.0,0,0,0,2,1,50.0,0,0,0,,1,0,0,,1,0,1,0,0,0,0,
2383,Manuel Sánchez,ESP,DF,Osasuna,La Liga,21.0,33,0.04,0.14,0,0,1,1169,878,75.11,3,58,14,24.14,40,30,49,61.22,6,0,38,17,0,18,51,26.18
2384,Robert Sánchez,ESP,GK,Brighton,Premier League,24.0,37,0.0,0.0,0,0,0,1498,1054,70.36,0,0,0,,0,0,0,,3,1,0,3,0,0,0,
2385,Jadon Sancho,ENG,FWMF,Manchester Utd,Premier League,22.0,29,0.14,0.12,0,0,3,982,811,82.59,3,32,6,18.75,13,48,83,57.83,0,0,7,9,0,2,22,7.96
2386,Philippe Sandler,NED,DF,Troyes,Ligue 1,25.0,2,0.0,0.0,0,0,0,26,19,73.08,0,0,0,,1,0,0,,0,0,0,0,0,3,0,100.0
2387,Alex Sandro,BRA,DF,Juventus,Serie A,31.0,28,0.0,0.0,0,0,0,1096,926,84.49,1,39,13,33.33,17,12,23,52.17,3,0,33,36,1,37,28,57.01
2388,Leroy Sané,GER,FWMF,Bayern Munich,Bundesliga,26.0,32,0.32,0.08,0,0,7,1017,850,83.58,7,30,4,13.33,20,51,104,49.04,3,0,26,32,0,6,12,32.93
2389,Oier Sanjurjo,ESP,MF,Osasuna,La Liga,36.0,25,0.12,0.11,0,0,1,311,227,72.99,0,8,2,25.0,10,1,3,33.33,3,0,21,8,0,25,19,56.87
2390,Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,18.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2391,Morgan Sanson,FRA,MF,Aston Villa,Premier League,27.0,10,0.0,0.0,0,0,0,155,120,77.42,0,6,0,0.0,8,6,7,85.71,0,0,6,15,0,2,3,40.0
2392,Nicola Sansone,ITA,FWMF,Bologna,Serie A,30.0,27,0.2,0.08,0,0,2,335,236,70.45,3,24,7,29.17,9,11,31,35.48,6,0,15,23,0,6,26,18.75
2393,Baptiste Santamaria,FRA,MF,Freiburg,Bundesliga,27.0,1,0.0,0.0,0,0,0,5,2,40.0,0,0,0,,0,0,0,,0,0,0,0,0,0,1,0.0
2394,Baptiste Santamaria,FRA,MFDF,Rennes,Ligue 1,27.0,34,0.07,0.06,0,0,2,1567,1357,86.6,1,13,4,30.77,22,22,37,59.46,7,0,37,26,0,79,39,66.98
2395,Federico Santander,PAR,FWDF,Bologna,Serie A,30.0,7,1.43,0.5,0,0,1,32,21,65.62,0,1,1,100.0,2,1,2,50.0,1,0,2,5,0,8,7,53.27
2396,Jesús Santiago,ESP,MF,Valencia,La Liga,18.0,3,0.0,0.0,0,0,0,36,26,72.22,0,0,0,,1,1,1,100.0,0,0,2,1,0,0,0,
2397,Samir Santos,BRA,DF,Udinese,Serie A,27.0,17,0.0,0.0,0,0,0,687,551,80.2,0,12,2,16.67,23,5,6,83.33,5,0,38,17,0,46,14,76.58
2398,Samir Santos,BRA,DF,Watford,Premier League,27.0,19,0.0,0.0,0,0,0,658,537,81.61,0,0,0,,19,0,1,0.0,4,0,18,16,0,55,36,60.41
2399,Sergio Santos,ESP,DF,Real Madrid,La Liga,21.0,1,0.0,0.0,0,0,0,9,9,100.0,0,1,1,100.0,0,0,0,,0,0,0,0,0,0,0,
2400,Alvaro Sanz,ESP,MF,Barcelona,La Liga,21.0,2,0.0,0.0,0,0,0,15,13,86.67,0,0,0,,0,0,0,,0,0,0,1,0,0,0,
2401,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30.0,29,0.21,0.08,0,0,3,551,427,77.5,3,26,6,23.08,4,19,51,37.25,1,0,6,27,0,8,7,53.33
2402,Pablo Sarabia,ESP,FW,Paris S-G,Ligue 1,30.0,2,5.0,1.0,0,0,1,24,16,66.67,0,2,0,0.0,0,1,2,50.0,1,0,1,1,0,0,0,
2403,Marcelo Saracchi,URU,DF,Levante,La Liga,24.0,4,0.0,0.0,0,0,0,107,84,78.5,1,5,2,40.0,3,2,2,100.0,2,0,4,0,0,1,2,33.57
2404,Josh Sargent,USA,FWMF,Norwich City,Premier League,22.0,26,0.11,0.08,0,0,2,402,297,73.88,1,13,0,0.0,17,18,34,52.94,1,0,13,29,0,42,53,44.2
2405,Jeremy Sarmiento,ECU,FWMF,Brighton,Premier League,19.0,5,0.0,0.0,0,0,0,21,15,71.43,0,0,0,,1,1,1,100.0,0,0,0,3,0,1,2,33.33
2406,Bouna Sarr,SEN,DF,Bayern Munich,Bundesliga,30.0,5,0.0,0.0,0,0,0,45,31,68.89,0,6,0,0.0,2,0,4,0.0,0,0,0,0,0,1,2,33.33
2407,Ismaila Sarr,SEN,FWMF,Watford,Premier League,24.0,22,0.24,0.13,0,1,5,467,329,70.45,2,48,4,8.33,7,35,68,51.47,2,0,21,47,0,13,23,36.21
2408,Malang Sarr,FRA,DF,Chelsea,Premier League,23.0,8,0.0,0.0,0,0,0,470,422,89.79,0,4,1,25.0,4,0,4,0.0,2,0,9,1,0,14,7,66.67
2409,Joan Sastre Vanrell,ESP,DF,Mallorca,La Liga,25.0,7,0.0,0.0,0,0,0,108,78,72.22,0,6,0,0.0,4,3,4,75.0,1,0,4,7,0,7,1,87.64
2410,Giacomo Satalino,ITA,GK,Sassuolo,Serie A,23.0,1,0.0,0.0,0,0,0,1,1,100.0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2411,Martin Satriano,ITA,FWMF,Inter,Serie A,21.0,4,0.0,0.0,0,0,0,11,6,54.55,0,0,0,,1,0,1,0.0,0,0,1,0,0,2,4,33.33
2412,Martin Satriano,ITA,FW,Brest,Ligue 1,21.0,15,0.38,0.17,0,0,4,175,130,74.29,0,5,0,0.0,3,9,18,50.0,5,0,15,13,0,19,45,29.71
2413,Téji Savanier,FRA,MF,Montpellier,Ligue 1,30.0,29,0.3,0.06,3,4,8,1620,1076,66.42,7,100,16,16.0,39,77,127,60.63,9,2,50,92,0,19,29,39.66
2414,Esteban Saveljich,MNE,DF,Rayo Vallecano,La Liga,31.0,21,0.0,0.0,0,0,0,582,495,85.05,0,3,2,66.67,12,0,1,0.0,4,0,25,1,0,59,32,64.86
2415,Stefan Savi?,MNE,DF,Atlético Madrid,La Liga,31.0,28,0.0,0.0,0,0,0,1377,1150,83.51,0,2,0,0.0,14,8,8,100.0,12,0,34,23,1,82,56,59.41
2416,Joseph Scally,USA,DF,M'Gladbach,Bundesliga,19.0,30,0.05,0.06,0,0,1,1033,825,79.86,2,29,8,27.59,23,22,46,47.83,4,0,30,43,0,23,26,46.75
2417,Giorgio Scalvini,ITA,DFMF,Atalanta,Serie A,18.0,18,0.12,0.06,0,0,1,505,414,81.98,0,2,0,0.0,19,3,7,42.86,1,0,16,6,0,29,16,64.46
2418,Gianluca Scamacca,ITA,FW,Sassuolo,Serie A,23.0,36,0.67,0.19,1,1,16,565,422,74.69,0,5,1,20.0,17,17,33,51.52,7,0,52,25,0,59,47,55.73
2419,Dane Scarlett,ENG,MF,Tottenham,Premier League,18.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2420,Kevin Schade,GER,FWMF,Freiburg,Bundesliga,20.0,21,0.43,0.21,0,0,4,195,109,55.9,1,15,2,13.33,11,14,40,35.0,2,0,25,28,0,38,40,48.7
2421,András Schäfer,HUN,MF,Union Berlin,Bundesliga,23.0,8,0.37,0.14,0,0,1,88,67,76.14,1,2,0,0.0,7,5,7,71.43,2,0,7,2,0,4,8,33.33
2422,Fabian Schär,SUI,DF,Newcastle Utd,Premier League,30.0,25,0.08,0.1,0,0,2,952,679,71.32,2,6,1,16.67,11,8,13,61.54,4,0,33,13,0,51,45,53.12
2423,Louis Schaub,AUT,MFFW,Köln,Bundesliga,27.0,28,0.14,0.07,0,0,1,320,214,66.88,2,24,3,12.5,11,17,30,56.67,0,0,10,13,0,9,10,47.31
2424,Andrea Schiavone,ITA,MF,Salernitana,Serie A,29.0,14,0.16,0.5,0,0,1,245,204,83.27,0,6,0,0.0,7,1,1,100.0,1,0,12,5,0,5,4,55.63
2425,Patrik Schick,CZE,FW,Leverkusen,Bundesliga,26.0,27,1.04,0.26,1,2,24,408,291,71.32,3,3,0,0.0,2,18,41,43.9,0,0,15,26,0,64,86,42.68
2426,Kingsley Schindler,GER,DFMF,Köln,Bundesliga,28.0,18,0.26,0.33,0,0,1,190,104,54.74,2,15,6,40.0,2,0,1,0.0,1,0,2,6,0,11,7,61.17
2427,Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,24.0,14,0.0,0.0,0,0,0,451,348,77.16,1,8,1,12.5,31,12,17,70.59,2,0,24,18,0,16,16,50.0
2428,Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,25.0,12,0.0,0.0,0,0,0,114,94,82.46,0,0,0,,3,0,0,,1,0,9,2,0,11,4,73.36
2429,Nico Schlotterbeck,GER,DF,Freiburg,Bundesliga,22.0,32,0.13,0.11,0,0,4,1727,1411,81.7,1,10,1,10.0,53,21,36,58.33,5,0,34,38,0,129,45,74.07
2430,Jeffrey Schlupp,GHA,MFFW,Crystal Palace,Premier League,29.0,32,0.19,0.12,0,0,4,666,506,75.98,1,19,2,10.53,23,27,49,55.1,1,0,32,28,0,41,35,53.93
2431,Kasper Schmeichel,DEN,GK,Leicester City,Premier League,35.0,37,0.0,0.0,0,0,0,1254,903,72.01,0,0,0,,0,1,1,100.0,2,0,0,2,0,0,1,0.0
2432,Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,31.0,13,0.0,0.0,0,0,0,329,253,76.9,1,13,1,7.69,7,6,8,75.0,0,0,7,3,0,11,8,57.88
2433,Benno Schmitz,GER,DF,Köln,Bundesliga,27.0,31,0.0,0.0,0,0,0,1646,1162,70.6,5,74,24,32.43,41,5,14,35.71,5,0,34,23,0,42,57,42.39
2434,David Schnegg,AUT,DF,Venezia,Serie A,23.0,4,0.0,0.0,0,0,0,84,60,71.43,0,4,0,0.0,1,1,4,25.0,1,0,3,1,0,2,5,28.54
2435,Morgan Schneiderlin,FRA,MF,Nice,Ligue 1,32.0,20,0.0,0.0,0,0,0,406,343,84.48,1,1,1,100.0,11,9,11,81.82,1,1,15,6,0,11,11,50.0
2436,Alessandro Schöpf,AUT,MF,Arminia,Bundesliga,28.0,31,0.04,0.03,0,0,1,1060,820,77.36,0,27,7,25.93,24,30,54,55.56,3,1,36,44,0,32,42,43.17
2437,Jerdy Schouten,NED,MF,Bologna,Serie A,25.0,17,0.06,0.17,0,0,1,800,673,84.12,1,1,0,0.0,18,26,29,89.66,4,1,20,9,0,30,24,55.59
2438,Nico Schulz,GER,DF,Dortmund,Bundesliga,29.0,16,0.0,0.0,0,0,0,666,554,83.18,2,15,2,13.33,18,5,11,45.45,2,0,17,5,0,12,7,63.24
2439,Marvin Schwäbe,GER,GK,Köln,Bundesliga,27.0,21,0.0,0.0,0,0,0,993,821,82.68,0,0,0,,0,0,0,,1,0,0,2,0,0,0,
2440,Alexander Schwolow,GER,GK,Hertha BSC,Bundesliga,29.0,25,0.0,0.0,0,0,0,831,594,71.48,0,0,0,,0,0,0,,1,0,2,2,0,0,0,
2441,Valentino Scotta,ESP,DF,Sevilla,La Liga,20.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2442,Demba Seck,SEN,FWMF,Torino,Serie A,21.0,6,0.0,0.0,0,0,0,45,36,80.0,0,1,0,0.0,2,3,5,60.0,0,0,2,3,0,2,4,33.33
2443,Aleksandar Sedlar,SRB,DFMF,Mallorca,La Liga,30.0,10,0.0,0.0,0,0,0,170,138,81.18,0,0,0,,3,0,0,,5,1,7,5,0,12,8,60.0
2444,Paul Seguin,GER,MF,Greuther Fürth,Bundesliga,27.0,27,0.0,0.0,0,0,0,1106,855,77.31,3,23,6,26.09,32,18,35,51.43,9,0,50,31,0,40,27,59.79
2445,Alidu Seidu,CIV,DF,Clermont Foot,Ligue 1,21.0,21,0.0,0.0,0,0,0,664,583,87.8,0,2,0,0.0,25,7,15,46.67,7,2,20,30,0,24,14,63.22
2446,Davie Selke,GER,FW,Hertha BSC,Bundesliga,27.0,25,0.36,0.13,1,1,4,234,139,59.4,0,6,2,33.33,6,5,8,62.5,2,0,34,21,0,83,65,56.09
2447,Matz Sels,BEL,GK,Strasbourg,Ligue 1,30.0,37,0.0,0.0,0,0,0,955,692,72.46,0,0,0,,0,0,1,0.0,1,0,1,5,0,1,0,100.0
2448,Ken Sema,SWE,MFFW,Watford,Premier League,28.0,18,0.0,0.0,0,0,0,212,132,62.26,0,18,3,16.67,8,14,27,51.85,1,0,19,9,0,10,22,31.16
2449,Nélson Semedo,POR,DF,Wolves,Premier League,28.0,25,0.0,0.0,0,0,0,1151,907,78.8,1,26,2,7.69,40,31,64,48.44,1,0,23,24,0,20,32,38.36
2450,Lion Semi?,GER,DF,Dortmund,Bundesliga,18.0,1,0.0,0.0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2451,Adrian emper,CRO,GK,Genoa,Serie A,24.0,1,0.0,0.0,0,0,0,37,22,59.46,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2452,Stefano Sensi,ITA,MF,Inter,Serie A,26.0,9,0.0,0.0,0,0,0,121,104,85.95,0,4,1,25.0,4,2,3,66.67,0,0,4,4,0,2,2,50.0
2453,Stefano Sensi,ITA,MF,Sampdoria,Serie A,26.0,11,0.12,0.1,0,0,1,384,316,82.29,0,4,0,0.0,13,10,24,41.67,1,0,22,23,0,6,10,37.37
2454,Luigi Sepe,ITA,GK,Salernitana,Serie A,31.0,16,0.0,0.0,0,0,0,565,384,67.96,0,0,0,,0,0,0,,2,0,0,3,0,0,0,
2455,Suat Serdar,GER,MFFW,Hertha BSC,Bundesliga,25.0,30,0.12,0.09,0,0,3,591,429,72.59,0,5,1,20.0,42,48,85,56.47,6,0,42,59,0,24,26,48.04
2456,Laurens Serpe,ITA,DF,Genoa,Serie A,21.0,1,0.0,0.0,0,0,0,32,27,84.38,0,0,0,,0,0,0,,0,0,0,0,0,0,1,0.0
2457,Janni Serra,GER,FW,Arminia,Bundesliga,24.0,26,0.24,0.13,0,0,3,294,197,67.01,2,1,0,0.0,4,7,20,35.0,1,0,16,15,0,64,103,38.31
2458,Javier Serrano,ESP,MF,Atlético Madrid,La Liga,19.0,5,0.0,0.0,0,0,0,43,33,76.74,0,1,0,0.0,1,0,1,0.0,1,1,3,1,0,4,2,66.67
2459,Nicolás Serrano,ESP,MF,Athletic Club,La Liga,19.0,14,0.29,0.11,0,0,1,129,89,68.99,0,7,2,28.57,7,4,7,57.14,0,0,8,8,0,1,7,12.66
2460,Zidan Sertdemir,DEN,MFFW,Leverkusen,Bundesliga,17.0,3,0.0,0.0,0,0,0,7,5,71.43,0,0,0,,0,0,0,,0,0,2,0,0,0,0,
2461,Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22.0,15,0.0,0.0,0,0,0,426,316,74.18,2,26,6,23.08,14,5,13,38.46,2,0,27,9,0,13,15,46.47
2462,Nils Seufert,GER,MF,Greuther Fürth,Bundesliga,25.0,4,0.0,0.0,0,0,0,29,22,75.86,0,0,0,,2,0,0,,0,0,1,1,0,0,0,
2463,Salva Sevilla,ESP,MF,Mallorca,La Liga,38.0,28,0.3,0.05,4,4,5,991,800,80.73,3,15,0,0.0,14,7,8,87.5,2,0,21,9,0,6,6,50.0
2464,Stephan El Shaarawy,ITA,DFFW,Roma,Serie A,29.0,27,0.26,0.08,0,0,3,587,488,83.13,0,29,5,17.24,8,19,37,51.35,1,0,9,15,0,14,16,46.69
2465,Jamie Shackleton,ENG,DFMF,Leeds United,Premier League,22.0,14,0.0,0.0,0,0,0,408,351,86.03,0,4,0,0.0,18,8,15,53.33,4,0,14,7,0,6,13,31.54
2466,Xherdan Shaqiri,SUI,FWMF,Lyon,Ligue 1,30.0,11,0.27,0.15,0,0,2,348,266,76.44,3,18,2,11.11,4,7,13,53.85,0,0,8,3,0,1,2,32.5
2467,Luke Shaw,ENG,DF,Manchester Utd,Premier League,26.0,20,0.0,0.0,0,0,0,1171,937,80.02,3,44,6,13.64,13,10,24,41.67,8,0,35,18,0,22,20,52.54
2468,Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,30.0,24,0.09,0.07,0,0,2,914,734,80.31,1,13,0,0.0,14,9,12,75.0,7,1,20,11,0,13,14,47.97
2469,Aimar Sher,SWE,MF,Spezia,Serie A,19.0,1,0.0,0.0,0,0,0,19,18,94.74,0,0,0,,1,0,0,,0,0,0,0,0,3,1,75.0
2470,Eldor Shomurodov,UZB,FWMF,Roma,Serie A,26.0,28,0.34,0.1,0,0,3,233,159,68.24,4,13,3,23.08,5,2,14,14.29,2,0,19,7,0,28,40,41.18
2471,Shola Shoretire,ENG,FW,Manchester Utd,Premier League,18.0,1,0.0,0.0,0,0,0,4,4,100.0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0.0
2472,Mahame Siby,MLI,MFDF,Strasbourg,Ligue 1,25.0,2,0.0,0.0,0,0,0,6,4,66.67,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2473,Aboubakar Sidibé,FRA,FW,Clermont Foot,Ligue 1,26.0,1,0.0,0.0,0,0,0,3,2,66.67,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2474,Alassane Sidibe,CIV,FW,Atalanta,Serie A,19.0,1,0.0,0.0,0,0,0,2,1,50.0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,
2475,Djibril Sidibé,FRA,DF,Monaco,Ligue 1,29.0,17,0.0,0.0,0,0,0,754,599,79.44,0,18,7,38.89,15,2,5,40.0,6,0,18,10,0,16,5,76.0
2476,Kaj Sierhuis,NED,FW,Reims,Ligue 1,24.0,2,0.0,0.0,0,0,0,27,22,81.48,0,0,0,,1,0,1,0.0,0,0,0,0,0,0,3,0.0
2477,Francisco Sierralta,CHI,DF,Watford,Premier League,25.0,5,0.0,0.0,0,0,0,171,144,84.21,0,0,0,,4,1,1,100.0,0,0,5,2,1,18,4,81.84
2478,Arnór Sigur?sson,ISL,MFFW,Venezia,Serie A,23.0,9,0.0,0.0,0,0,0,51,40,78.43,0,3,0,0.0,0,4,8,50.0,0,0,4,1,0,0,6,0.0
2479,Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,20.0,7,0.0,0.0,0,0,0,91,58,63.74,0,3,1,33.33,3,0,1,0.0,1,0,2,2,0,1,5,16.77
